origin,destination,flow
E02005930,E02004922,1
E02005907,E02002454,1
W02000043,W02000080,1
E02002526,E02004189,2
E02002019,E02002052,2
E02004402,E02004991,1
E02005996,E02000806,1
E02003800,E02005264,1
E02004439,E02003313,20
E02002125,E02002165,2
E02000496,E02000192,5
E02004599,E02003296,1
E02001880,E02002940,1
E02001127,E02001154,1
E02006604,E02000204,1
E02000061,E02000780,2
E02000706,E02000591,1
E02002769,E02001566,4
E02006397,E02000534,8
E02003519,E02000946,3
E02005496,E02005756,2
E02002328,E02002431,2
E02000805,E02006458,3
E02004004,E02004013,36
E02003617,E02002830,3
E02001132,E02004013,1
E02000933,E02000242,1
E02000611,E02000100,1
W02000376,W02000325,3
E02002048,E02002011,1
E02005007,E02006879,13
E02001388,E02002313,1
E02002264,E02001627,1
E02000299,E02004976,1
E02003766,E02000187,4
E02005153,E02006436,1
E02005581,E02005598,59
E02001270,E02001230,1
E02002123,E02002014,6
E02000108,E02000316,1
E02003672,E02003271,7
E02003055,E02004621,1
E02004749,E02004756,1
E02001923,E02001884,21
E02000294,E02000628,1
E02002057,E02002024,1
E02005391,E02005898,4
E02004358,E02000215,1
W02000360,W02000230,2
E02000025,E02000518,2
E02002184,E02000809,2
E02005495,E02001591,2
E02001763,E02004305,1
E02005001,E02001550,1
E02005370,E02001972,1
E02001914,E02001911,2
E02006700,E02001942,5
E02001731,E02001788,1
E02005717,E02001760,39
E02002543,E02004326,14
E02001231,E02001168,1
E02006932,E02004512,1
E02002321,E02000809,3
E02005892,E02005495,2
E02001697,E02004316,1
E02006602,E02006537,31
E02006403,E02000270,1
E02000167,E02000384,11
E02003584,E02003385,1
E02006583,E02000920,1
E02003059,E02003108,15
E02000094,E02000244,8
E02004697,E02006565,2
W02000221,W02000041,1
E02003199,E02003236,1
E02003456,E02005939,2
E02000682,E02000207,3
E02002057,E02001879,7
E02003101,E02003026,40
E02000760,E02000873,4
E02000513,E02004756,4
E02004501,E02004535,2
E02000911,E02004542,3
E02006631,E02006538,45
E02003217,W02000344,1
E02000971,E02000575,27
E02006324,E02000184,1
E02002141,E02002146,5
E02000790,E02000694,1
E02002454,E02001121,1
E02001409,E02003794,1
E02001143,E02006902,61
E02004674,E02006483,1
E02001486,E02005266,1
E02004407,E02005085,7
E02000415,E02000890,3
E02001871,E02004818,1
E02000149,E02005037,4
E02000662,E02000103,1
E02000848,E02000810,1
E02002889,E02006502,1
E02005701,E02005699,179
E02003107,E02003074,2
E02001932,E02006718,1
E02005377,E02003465,1
E02001123,E02004971,1
E02001348,E02001476,3
E02000967,E02004637,1
E02004556,E02004465,5
E02006683,E02003033,1
E02000598,E02000619,1
E02004899,E02000891,2
E02001393,E02002130,1
E02000454,E02003674,1
E02006924,E02000852,1
W02000398,E02006116,1
E02000368,E02000740,1
E02003436,E02003692,13
E02001574,E02005496,3
E02002501,E02005980,1
E02005949,E02000524,4
E02005393,E02000384,1
E02001890,E02001896,9
E02003185,E02004728,2
E02003347,E02005001,4
E02003338,E02005071,86
E02000227,E02000141,7
E02000825,E02000830,48
E02001657,E02001552,3
E02004159,E02000574,1
E02006656,E02003093,3
E02004347,E02004351,3
E02005677,E02004945,2
E02002891,E02002945,1
W02000314,E02006902,1
E02001080,E02003849,13
E02004995,E02004990,5
E02005671,E02003275,2
E02002251,E02002368,2
W02000289,E02000979,2
E02003953,E02004211,1
E02004073,E02004036,10
E02006297,E02005611,4
W02000223,E02005696,1
E02004897,E02004895,3
E02006145,W02000093,1
E02003337,E02003325,16
E02003542,E02004730,3
E02000173,E02000654,1
E02001530,OD0000003,238
E02002908,W02000107,36
E02003266,E02003482,4
E02000125,E02000377,1
E02005179,E02005203,4
E02001267,E02001141,2
E02001264,E02001730,2
E02006216,E02003815,1
E02005264,E02005322,2
E02005280,E02001326,1
E02001215,E02005154,1
E02002146,E02002968,1
E02004163,E02006105,2
E02005044,E02005012,1
E02005911,E02002089,4
E02004931,E02004846,1
E02000435,E02006364,2
E02001659,E02001565,1
E02004203,E02006530,1
E02006109,E02005757,1
E02001266,E02001066,23
E02004125,E02002802,6
E02005096,E02000573,6
E02000157,E02005068,1
E02004861,E02006902,1
E02000492,E02000776,2
E02004878,E02000531,1
E02003763,E02003606,1
E02002635,E02000243,1
E02003126,E02003904,1
E02000491,E02000763,1
E02004891,E02004901,2
E02000321,E02004935,1
E02004831,E02006578,1
E02005908,E02004890,1
E02005035,E02000370,1
E02001158,E02000256,1
E02001647,E02005256,8
E02000307,E02000808,10
E02003335,E02005123,10
E02006641,E02006887,4
E02000559,E02000447,1
E02005015,E02005015,199
E02001508,E02001327,2
E02000490,E02006792,3
E02003755,E02004914,3
E02000790,E02003438,1
E02000226,E02000650,1
E02001945,E02006474,1
E02005013,OD0000002,7
E02002616,E02005237,1
E02005947,E02006002,7
W02000077,E02001368,1
E02006626,E02003503,1
E02005964,E02000873,1
E02004546,E02000400,2
E02002096,E02001913,19
E02001626,E02001602,13
E02001655,E02004056,4
E02005580,E02005538,1
E02006394,E02003357,1
E02001179,E02001121,2
E02000763,E02000189,1
E02005477,E02002890,5
E02000753,E02000569,2
E02000001,E02003328,1
E02006871,E02002647,1
E02001560,OD0000001,338
E02004611,E02006511,1
E02002452,E02002411,6
E02004592,E02005099,1
E02002759,E02005593,1
E02004842,E02004721,8
E02000614,E02000978,7
E02001178,E02001286,3
E02000406,E02000416,12
E02002863,E02000188,1
E02003625,E02004898,1
E02000543,E02003358,3
E02006136,E02002139,10
E02004928,E02000606,1
E02005279,E02001103,1
E02005906,E02002872,4
E02003365,E02006521,1
E02006418,E02000590,1
E02004949,E02005033,4
E02002957,E02000044,1
E02000060,E02003600,1
E02003611,E02001590,1
E02006436,E02005082,1
E02003286,E02000220,1
E02001905,E02001871,2
E02004437,E02004527,1
E02006293,E02006907,2
E02002165,E02002068,10
E02000160,E02004904,1
E02002148,E02006175,3
E02000757,E02002681,1
E02004751,E02004760,7
E02004897,E02000173,6
E02001481,E02001337,3
E02000439,E02000040,8
E02004487,E02002242,1
E02000932,E02000785,10
E02004191,E02003134,3
E02001052,E02001251,1
E02002462,E02002452,20
E02003770,E02003790,1
E02005124,E02000384,2
E02006154,E02002109,3
E02001290,E02001322,10
E02002223,E02002407,2
E02005006,E02000814,1
E02003652,E02005939,24
E02001144,E02001094,2
E02002667,E02006892,2
E02005617,E02005545,1
E02005042,E02005142,72
E02001727,E02001712,29
E02003150,E02006212,2
E02004508,E02004426,1
E02000461,E02000272,2
W02000300,W02000407,1
E02006602,E02006436,1
E02000233,E02000780,1
E02001326,E02001062,7
E02001988,E02000977,3
E02004013,E02003996,25
E02006119,E02005406,1
E02004123,E02005834,4
E02002798,E02006898,2
E02006470,E02005693,1
E02003422,E02004845,1
E02001484,E02005319,1
E02003364,E02003454,45
E02005740,E02001718,4
E02000749,E02004529,1
E02006542,E02006356,1
E02004546,E02003605,3
E02002184,E02005299,1
E02002974,E02003873,3
E02002290,E02002444,1
E02000498,E02000511,13
E02003643,E02004582,1
E02005014,S92000003,1
E02005785,E02005747,1
E02002605,E02001100,1
E02003755,E02002302,1
E02006335,E02000711,12
E02003524,E02004825,1
E02005842,E02004061,1
E02000266,E02006576,1
E02005008,E02000878,1
E02006656,E02006679,58
E02005065,E02002062,1
E02003985,E02003980,502
E02003766,E02000193,5
E02001397,E02002251,3
E02000572,E02000889,6
E02004295,E02002508,1
E02000925,E02000132,1
E02001235,E02001240,1
E02000239,E02000346,1
E02006412,E02000803,18
E02002611,W02000075,1
E02001182,E02001158,7
E02006700,E02006161,1
E02002643,E02001320,2
E02002483,E02002502,1
E02006373,E02006383,12
E02003309,E02005001,1
E02006703,E02006511,2
E02003611,E02005294,1
E02004373,E02004413,5
E02006437,E02004758,1
E02006404,E02000812,1
E02005054,E02005013,3
E02000569,E02006924,1
E02003894,E02003984,1
E02003417,E02000442,1
E02005731,E02005736,14
E02003615,E02000508,1
E02005059,E02006319,1
E02002968,E02006158,1
E02004969,E02004898,4
E02000469,E02005040,1
E02003084,E02003091,5
E02005767,E02002663,1
E02006631,E02005503,4
E02000201,E02000163,6
E02001049,E02001285,1
E02000375,E02000578,17
E02001353,E02001491,2
E02001041,E02002468,1
E02002703,E02003845,1
E02000096,E02000812,1
E02005870,E02001184,1
E02006080,E02004820,1
E02004267,E02006668,1
E02004935,E02000977,94
E02000123,E02000872,1
E02006474,E02005679,1
W02000012,E02001396,1
E02002369,E02001401,1
E02003313,E02004934,2
E02000678,E02000638,1
E02001212,E02004104,3
E02004755,E02003666,1
E02006198,E02002980,1
E02003174,E02006406,2
E02006188,E02002943,1
E02004642,W02000392,2
E02000103,E02000564,3
E02001064,E02001436,4
E02005309,E02003858,1
E02004677,E02003455,3
E02004894,E02000172,1
E02005453,E02005456,421
W02000231,W02000244,1
W02000185,W02000395,1
E02001938,E02006120,1
E02000596,E02004989,2
E02005815,E02002251,3
E02001070,E02001301,2
E02003232,E02006657,6
E02001025,E02001264,10
E02004659,E02003360,1
E02006203,E02002938,4
E02004895,E02004885,4
E02000683,E02000573,2
E02005773,E02001560,1
E02005984,E02004793,1
E02000983,E02000927,1
E02002207,E02002235,16
E02000185,E02000901,1
E02003667,E02006423,1
E02001452,E02004492,1
E02005604,E02003608,1
E02005218,E02005747,1
E02003332,E02005123,7
E02001227,E02001061,4
E02000817,E02000069,2
E02001654,E02006511,1
E02004956,E02000990,1
E02004108,E02001537,2
E02000856,E02006576,1
E02000181,E02000189,11
E02002621,E02005302,1
E02004873,E02001878,1
E02001007,E02001020,3
E02003539,E02004705,3
E02001251,E02001056,2
E02005398,E02002838,2
E02001032,E02002025,1
E02006914,E02006932,1
E02001222,E02001061,5
E02002535,E02002573,14
E02004332,E02005787,1
E02000252,E02000725,5
E02002325,E02002429,1
E02000931,E02000954,2
E02002186,E02002391,6
E02002442,E02006876,75
E02000037,E02003718,1
E02000759,E02004948,1
E02003692,E02000455,5
E02002792,E02002227,1
E02005980,W02000398,1
E02003958,W02000099,1
E02002109,E02006898,40
E02000049,E02000587,2
E02005316,E02001112,1
E02006644,E02003667,1
E02001301,E02002607,23
E02000836,E02005843,1
E02004904,E02004939,4
E02004428,E02000524,1
E02001394,W02000027,2
E02000347,E02000970,19
E02000896,E02000476,10
E02004533,E02004844,44
E02005016,E02005008,2
E02003405,E02006323,1
E02003795,E02003590,1
E02006465,E02006462,27
E02000738,E02000638,1
E02001805,E02004334,1
E02000960,E02000383,3
E02006625,E02000814,1
E02003414,W02000105,1
E02000412,OD0000001,250
E02000065,E02000150,6
E02005698,E02005928,1
E02004316,E02001790,3
E02002814,W02000141,1
E02005770,E02002415,1
E02005737,E02005710,61
E02004679,E02000568,1
E02002031,E02002057,8
E02003842,E02002446,1
E02005807,E02002727,1
E02000428,OD0000003,506
E02005322,E02003984,2
W02000183,W02000205,15
E02001192,E02001053,5
E02000978,E02000631,1
E02005263,E02005325,13
E02005340,E02000797,1
E02004737,E02003672,1
E02006448,E02006341,1
E02004838,E02004494,1
E02003340,E02006912,1
E02001694,E02004293,1
E02004459,E02006298,2
E02000945,E02000803,2
E02005658,E02003284,1
E02005321,E02003245,1
E02000182,E02003659,1
E02004596,E02005098,3
E02006186,E02001874,1
E02005323,E02005210,2
E02002574,E02001095,2
E02003437,E02000112,4
E02005111,E02005104,20
E02003516,E02006623,8
E02002926,E02004284,1
E02004915,E02003787,3
W02000401,W02000367,8
E02005298,E02005198,52
E02000109,E02000306,5
E02002598,E02001421,12
E02002833,E02005396,1
E02002991,E02003988,1
E02005533,E02004921,2
E02003297,E02000975,1
E02003648,E02000192,1
E02004243,E02003043,1
E02002214,E02002210,18
E02000745,E02000534,4
E02006924,E02000379,1
E02003601,E02000538,2
E02002739,E02002886,1
E02002312,E02005821,1
E02000390,E02003375,4
E02005165,E02005163,41
E02006354,E02003425,3
E02002909,E02006746,34
E02004609,E02006718,3
E02003655,E02006364,4
E02003576,E02003580,12
E02005150,E02005169,30
E02003541,E02000584,1
E02000976,E02000669,1
E02000470,E02000820,1
E02004718,E02004712,68
E02003119,W02000369,1
E02002047,E02006333,1
E02004548,E02004933,1
E02005658,E02000053,1
E02000639,E02000659,1
E02004008,E02003992,101
E02001618,E02000358,1
E02006154,E02002968,1
E02003879,E02003884,34
E02005904,E02002836,2
E02006236,E02006276,8
E02002237,E02002885,1
E02004577,E02004573,10
E02001276,E02001150,1
E02001194,E02003864,17
E02002380,E02002412,19
E02005553,E02003781,1
E02006648,E02006665,1
E02001303,E02001291,7
E02004671,E02004608,144
E02006330,E02000592,1
E02006165,E02002973,69
E02000549,E02000109,4
E02005042,E02000977,10
E02006705,E02006703,60
E02001401,E02001211,1
E02002989,E02003016,1
E02006281,E02006280,131
E02000170,E02000726,3
E02006151,E02002109,3
E02001560,E02001556,140
E02000397,E02000115,2
E02001454,E02001377,43
E02000639,E02000001,209
E02000829,E02000826,18
E02006251,E02006908,3
E02003843,E02000559,2
E02004302,E02004326,12
E02002936,E02005967,1
E02001556,E02003571,1
E02004301,E02004308,14
E02000706,E02006436,1
E02004123,E02005349,4
E02001177,E02001404,1
E02001658,OD0000002,4
E02000045,E02003353,1
E02006753,E02006746,66
E02003486,E02003758,1
E02000836,E02000788,5
E02000173,E02006323,1
E02004111,E02005361,1
E02000279,E02004883,1
E02000539,E02000266,18
E02004490,E02000469,1
E02001263,E02001213,2
E02000459,E02000304,1
E02000388,E02000518,5
E02000286,E02000282,9
E02003574,E02004784,18
E02005653,E02005612,3
E02006571,W02000358,1
E02000513,E02000977,23
E02002426,E02005863,1
E02002583,W02000068,2
E02001615,E02002792,1
E02003477,E02003652,39
E02000921,E02000767,1
E02006674,E02003211,2
E02003405,E02000518,2
E02003142,E02000977,3
E02001194,E02001284,4
E02002867,E02002829,1
E02004821,E02004727,1
E02003871,E02001213,9
E02005786,E02002545,1
E02006291,E02004077,1
E02000350,E02000620,11
E02005936,E02005957,5
E02005405,E02002131,1
E02006894,E02002024,2
E02000833,E02004599,2
E02005731,E02005725,59
E02004969,E02000052,1
E02000687,E02000559,5
E02002565,E02004329,1
E02004542,E02004989,1
E02000394,E02003437,1
E02004657,OD0000003,329
E02002432,E02005766,2
E02005174,E02004408,2
E02000541,E02000708,3
E02004661,E02003097,12
E02000104,E02004938,1
E02002306,E02002264,29
E02003600,E02000979,10
E02003334,E02000092,1
E02002031,E02002025,39
E02005033,E02000834,1
E02005665,E02000433,1
E02001532,E02004006,1
E02000319,E02000362,4
E02001616,E02002458,2
E02002592,E02001854,1
E02005315,E02001066,2
E02005312,E02001020,2
W02000146,W02000188,3
E02001855,E02001855,567
E02002978,E02002945,1
E02004886,E02000969,1
E02004270,E02004678,1
E02005173,E02002912,1
E02003488,E02003767,1
E02005888,E02005870,3
E02000468,E02006844,1
E02001918,E02006727,5
E02000873,E02000146,1
E02006043,E02006009,2
E02002406,E02000248,1
E02006551,E02003531,2
W02000315,W02000319,33
E02005191,E02001351,1
E02003681,E02003424,2
E02001137,E02001028,2
W02000170,E02006854,2
E02002851,E02005635,1
E02004976,E02004198,2
E02000211,E02006437,1
E02006006,E02004642,1
E02005303,E02005289,9
E02003876,E02003891,17
E02000694,E02006336,1
E02004821,E02004696,15
E02003652,E02006875,1
E02005236,E02006851,1
E02006655,E02000344,1
E02000810,E02000881,1
E02004293,E02004331,1
E02003633,E02006575,1
E02004979,E02000053,12
E02002871,E02002894,10
E02004477,E02003291,10
E02004861,E02000809,2
E02000803,E02000578,6
E02001846,E02001875,27
E02006817,E02002889,1
E02004674,E02004623,2
E02004484,E02006799,2
E02006238,E02003271,1
W02000299,W02000288,6
E02002328,E02002309,26
E02002149,E02002982,1
W02000239,W02000154,1
E02004681,E02004826,2
E02005866,E02003253,1
E02006807,E02006725,2
E02004925,E02004908,2
E02001198,E02002336,1
E02004990,E02000376,1
E02004802,E02003688,1
E02003668,E02003645,3
E02000988,E02003472,2
E02004608,E02003114,2
E02000590,E02005154,2
W02000320,W02000366,28
E02003087,E02003014,32
E02006378,E02000827,2
E02006782,E02004588,1
E02006782,E02000673,5
E02005088,E02000916,1
W02000328,E02003763,1
E02002501,E02002535,3
E02000015,E02000469,2
E02001167,E02001025,4
E02005347,E02002821,2
E02005920,E02002847,2
E02005824,E02002896,5
E02002860,E02005336,52
E02005774,E02003652,1
E02000126,E02000265,3
E02004651,E02000979,2
E02003366,E02006439,2
E02006791,E02006410,3
E02005953,E02005997,1
E02005068,E02003336,4
E02003382,E02005963,1
E02002627,E02005197,2
E02003546,E02003202,1
E02004691,E02000542,2
E02006357,E02000606,4
E02002035,E02006774,2
E02002001,E02001140,1
E02004024,E02001033,1
E02001626,E02001598,2
E02002889,E02005821,2
E02002777,E02002393,6
E02006119,E02001745,1
W02000158,W02000313,1
E02003445,E02000548,3
E02003977,E02004014,1
E02004054,E02002889,3
E02006917,E02004962,1
E02003601,E02000001,36
E02003627,E02000047,1
E02003289,E02000975,3
E02000605,E02003448,1
E02000954,E02003787,1
E02003248,E02005560,1
E02005038,E02006856,3
E02003781,E02003279,1
E02000428,E02000001,106
E02006707,E02006901,2
E02000969,E02000945,1
E02004507,E02006245,1
E02001674,E02002277,1
E02000633,E02000837,3
E02005231,E02001318,2
E02001142,E02001137,17
E02005907,E02001557,1
E02001321,E02005244,1
W02000397,W02000356,1
E02003029,E02002991,6
E02006839,E02004706,6
E02006634,E02006688,1
E02001620,E02002898,1
E02001424,E02001325,4
W02000343,E02006033,2
E02003675,E02003715,2
E02004073,E02002899,7
E02006288,E02005039,1
W02000114,W02000341,17
E02002544,E02005033,2
E02000559,E02000891,7
W02000264,W02000394,3
E02006127,E02002941,8
E02006648,E02004623,3
E02000559,E02000274,1
E02000633,E02000582,3
E02000821,E02000884,11
E02000252,E02000749,4
E02000551,E02000878,1
E02006460,E02004948,1
E02006016,E02001168,1
E02003879,E02003889,12
E02001651,E02002281,1
E02000363,E02000043,6
E02002614,E02003883,20
E02003003,E02006654,5
E02006538,E02006621,8
E02000902,E02000056,2
E02003252,E02000524,2
E02006785,E02000068,28
E02001863,E02002005,1
E02001211,E02001010,3
E02000829,E02000794,2
E02001388,E02001388,149
E02003693,E02003388,1
E02000645,E02000624,3
E02006762,E02000534,1
E02000835,E02000369,6
E02000731,E02000736,50
E02002276,E02002459,2
E02005290,E02005215,5
E02006290,E02006253,27
E02004690,E02000851,1
E02005477,E02005488,15
E02000032,E02000878,5
E02004115,E02001650,7
E02004096,E02001420,1
W02000264,W02000310,4
E02006499,E02003835,1
E02000449,E02000453,10
E02001496,E02001496,82
E02006040,E02002168,20
E02000005,E02000833,1
E02001346,E02001200,3
E02005150,E02000659,1
E02000763,E02000780,78
E02000221,E02000873,1
E02001582,E02005904,1
E02004988,E02000348,1
E02004036,E02002875,8
E02003418,E02000830,1
E02006624,E02006595,1
E02000725,E02005033,1
E02003892,E02003939,1
E02000753,E02002270,1
E02003640,E02000112,1
E02000938,OD0000003,443
W02000160,W02000272,3
E02000326,E02000193,54
E02001277,E02000213,1
E02004088,E02005869,2
E02002259,E02002271,3
E02005757,E02005809,3
E02002946,E02003090,1
E02004957,E02000119,3
E02000091,E02005170,1
E02003217,E02006636,2
E02005833,E02005910,42
E02001112,E02002625,2
E02000023,E02000732,9
E02001024,E02001152,7
E02000073,E02000075,33
E02000986,E02001077,3
E02002228,E02002299,6
E02005168,E02005028,2
E02005872,E02004052,2
W02000355,E02003019,5
E02000314,E02000358,3
E02005748,E02005783,1
E02000105,E02006711,1
E02000495,E02000977,85
W02000173,W02000263,3
E02004707,E02003726,1
E02000914,E02004850,1
E02000924,E02000883,1
E02003047,E02004665,1
E02006224,E02006732,1
E02001278,E02006872,2
E02004572,E02003279,43
E02006787,E02000751,1
E02000093,E02000982,9
E02001539,E02001547,3
E02002166,E02002169,28
E02003208,E02003415,1
E02006669,E02000384,1
E02003567,E02006406,2
E02001576,E02001609,4
E02002270,E02001263,1
E02004489,E02004474,13
E02000091,E02000088,6
E02000545,E02000969,1
E02005379,E02005351,3
E02001699,E02004290,1
E02004054,E02004051,24
E02002893,E02002832,3
E02005419,E02003754,1
E02001011,E02003675,1
E02003710,E02003686,13
E02000124,E02000213,1
E02000716,E02000384,4
E02000745,E02000591,6
E02002124,E02001942,1
E02005853,E02001990,3
E02001820,E02001791,12
E02000871,E02000078,2
E02000557,OD0000004,2
E02004321,E02004317,1
E02001323,E02001012,19
E02006598,E02006333,2
E02003487,E02003219,1
E02006157,E02001858,1
E02002027,E02006696,8
E02003690,E02004806,1
E02001999,E02002813,1
E02000555,E02000091,1
E02006521,E02000979,3
E02001712,E02000559,1
E02005874,E02001557,2
E02004839,E02000972,3
E02000386,E02000520,6
E02006229,E02004522,3
E02006581,E02006391,9
E02003430,E02003454,3
